------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.046546       0.029906          0.016640  0.157179      0.097676         0.059503 0.166867     0.102050        0.064817   103 MPNN_Structure2Vec
  0.045474       0.029325          0.016149  0.156127      0.097048         0.059080 0.166006     0.101551        0.064456   104 MPNN_Structure2Vec
  0.046079       0.029506          0.016574  0.155995      0.097079         0.058916 0.166399     0.101815        0.064583   105 MPNN_Structure2Vec
  0.046189       0.029451          0.016738  0.156113      0.097416         0.058696 0.165981     0.101583        0.064398   106 MPNN_Structure2Vec
  0.046212       0.029744          0.016468  0.156997      0.097174         0.059823 0.167551     0.101986        0.065566   107 MPNN_Structure2Vec
  0.045471       0.029409          0.016062  0.159421      0.098824         0.060597 0.168003     0.102333        0.065670   108 MPNN_Structure2Vec
  0.045848       0.029519          0.016328  0.157116      0.097227         0.059889 0.168144     0.102224        0.065920   109 MPNN_Structure2Vec
  0.046818       0.029828          0.016990  0.162255      0.099135         0.063120 0.171496     0.103351        0.068145   110 MPNN_Structure2Vec
  0.046116       0.029577          0.016539  0.159110      0.098010         0.061099 0.167772     0.101965        0.065807   111 MPNN_Structure2Vec
  0.045525       0.029277          0.016248  0.155661      0.096915         0.058746 0.166866     0.101739        0.065127   112 MPNN_Structure2Vec
  0.045323       0.029399          0.015924  0.158476      0.097651         0.060825 0.169146     0.102523        0.066623   113 MPNN_Structure2Vec
  0.045469       0.029324          0.016144  0.156206      0.097141         0.059065 0.166551     0.101773        0.064778   114 MPNN_Structure2Vec
  0.045656       0.029184          0.016472  0.157661      0.097530         0.060130 0.168195     0.102051        0.066144   115 MPNN_Structure2Vec
  0.045709       0.029192          0.016517  0.157762      0.097289         0.060472 0.167774     0.101911        0.065863   116 MPNN_Structure2Vec
  0.044296       0.028785          0.015511  0.155235      0.096797         0.058438 0.165276     0.101263        0.064014   117 MPNN_Structure2Vec
  0.045054       0.029070          0.015983  0.158146      0.097514         0.060631 0.168018     0.102082        0.065936   118 MPNN_Structure2Vec
  0.044975       0.029062          0.015913  0.157327      0.097283         0.060044 0.167016     0.101858        0.065158   119 MPNN_Structure2Vec
  0.044461       0.028810          0.015651  0.156760      0.097117         0.059643 0.166570     0.101701        0.064869   120 MPNN_Structure2Vec
  0.044284       0.028797          0.015487  0.155699      0.097078         0.058621 0.165843     0.101582        0.064260   121 MPNN_Structure2Vec
  0.044116       0.028643          0.015473  0.156520      0.097027         0.059492 0.166465     0.101651        0.064814   122 MPNN_Structure2Vec
  0.043958       0.028515          0.015443  0.156575      0.097249         0.059326 0.166657     0.101658        0.065000   123 MPNN_Structure2Vec
  0.044984       0.029048          0.015936  0.155225      0.096982         0.058243 0.165495     0.101711        0.063784   124 MPNN_Structure2Vec
  0.043852       0.028524          0.015329  0.156216      0.096853         0.059362 0.166045     0.101293        0.064752   125 MPNN_Structure2Vec
  0.044300       0.028695          0.015605  0.157313      0.097317         0.059996 0.167057     0.101904        0.065154   126 MPNN_Structure2Vec
  0.044662       0.028811          0.015851  0.157606      0.097303         0.060303 0.168153     0.102248        0.065905   127 MPNN_Structure2Vec
  0.044265       0.028578          0.015687  0.156633      0.096825         0.059808 0.166542     0.101275        0.065267   128 MPNN_Structure2Vec
  0.044783       0.028930          0.015852  0.155616      0.096838         0.058778 0.165321     0.101198        0.064123   129 MPNN_Structure2Vec
  0.043979       0.028469          0.015510  0.155920      0.096908         0.059011 0.166153     0.101415        0.064739   130 MPNN_Structure2Vec
  0.044550       0.028672          0.015878  0.158843      0.097453         0.061390 0.167900     0.101931        0.065969   131 MPNN_Structure2Vec
  0.044161       0.028604          0.015557  0.155923      0.096727         0.059196 0.165869     0.101453        0.064415   132 MPNN_Structure2Vec
  0.044305       0.028556          0.015749  0.158033      0.097266         0.060767 0.167671     0.101955        0.065716   133 MPNN_Structure2Vec
  0.043979       0.028432          0.015548  0.156093      0.096832         0.059261 0.165105     0.101070        0.064035   134 MPNN_Structure2Vec
  0.043895       0.028395          0.015499  0.156272      0.096689         0.059583 0.166114     0.101135        0.064980   135 MPNN_Structure2Vec
  0.043209       0.028197          0.015012  0.157148      0.097292         0.059856 0.167193     0.101894        0.065299   136 MPNN_Structure2Vec
  0.043204       0.028280          0.014924  0.157388      0.097300         0.060088 0.166930     0.101666        0.065264   137 MPNN_Structure2Vec
  0.043904       0.028583          0.015320  0.156982      0.097145         0.059838 0.166527     0.101369        0.065158   138 MPNN_Structure2Vec
  0.043923       0.028510          0.015413  0.158428      0.097308         0.061120 0.167635     0.101697        0.065937   139 MPNN_Structure2Vec
  0.043330       0.028118          0.015213  0.156969      0.096768         0.060200 0.166800     0.101248        0.065552   140 MPNN_Structure2Vec
  0.043015       0.028041          0.014974  0.157122      0.096890         0.060231 0.167109     0.101405        0.065704   141 MPNN_Structure2Vec
  0.043149       0.028126          0.015022  0.157465      0.096948         0.060517 0.167133     0.101638        0.065495   142 MPNN_Structure2Vec
  0.043138       0.028195          0.014943  0.156743      0.096985         0.059759 0.166446     0.101421        0.065024   143 MPNN_Structure2Vec
  0.042795       0.027934          0.014861  0.156900      0.097090         0.059809 0.166734     0.101483        0.065251   144 MPNN_Structure2Vec
  0.043109       0.028114          0.014995  0.156627      0.096609         0.060017 0.165998     0.100925        0.065073   145 MPNN_Structure2Vec
  0.043447       0.028242          0.015205  0.156387      0.096758         0.059629 0.165320     0.100699        0.064620   146 MPNN_Structure2Vec
  0.043234       0.028168          0.015065  0.157252      0.097006         0.060246 0.166927     0.101349        0.065578   147 MPNN_Structure2Vec
  0.042573       0.027900          0.014673  0.157276      0.097062         0.060215 0.166987     0.101437        0.065550   148 MPNN_Structure2Vec
  0.042545       0.027824          0.014721  0.157250      0.097095         0.060155 0.166748     0.101437        0.065312   149 MPNN_Structure2Vec
  0.042985       0.028003          0.014982  0.156775      0.097073         0.059702 0.166409     0.101356        0.065053   150 MPNN_Structure2Vec
  0.042603       0.027830          0.014773  0.156634      0.096844         0.059791 0.166423     0.101202        0.065221   151 MPNN_Structure2Vec
  0.042547       0.027792          0.014755  0.156605      0.096925         0.059680 0.166034     0.101104        0.064930   152 MPNN_Structure2Vec
  0.042551       0.027771          0.014780  0.156671      0.096966         0.059704 0.166310     0.101377        0.064933   153 MPNN_Structure2Vec
  0.042518       0.027817          0.014702  0.157996      0.097472         0.060524 0.167166     0.101732        0.065434   154 MPNN_Structure2Vec
  0.042785       0.027728          0.015057  0.155736      0.096717         0.059019 0.165564     0.100999        0.064565   155 MPNN_Structure2Vec
  0.042889       0.027812          0.015077  0.157624      0.097056         0.060569 0.166506     0.101199        0.065307   156 MPNN_Structure2Vec
  0.042315       0.027661          0.014654  0.156605      0.096629         0.059976 0.165831     0.100988        0.064843   157 MPNN_Structure2Vec
  0.042405       0.027644          0.014761  0.158301      0.097128         0.061173 0.167673     0.101578        0.066094   158 MPNN_Structure2Vec
  0.042323       0.027664          0.014660  0.157168      0.096908         0.060260 0.166636     0.101298        0.065339   159 MPNN_Structure2Vec
  0.043394       0.028160          0.015234  0.157567      0.097386         0.060181 0.166437     0.101002        0.065435   160 MPNN_Structure2Vec
  0.042747       0.027872          0.014876  0.156689      0.096635         0.060054 0.166490     0.101313        0.065177   161 MPNN_Structure2Vec
  0.042452       0.027828          0.014624  0.157386      0.097032         0.060354 0.167258     0.101656        0.065603   162 MPNN_Structure2Vec
  0.043024       0.028036          0.014989  0.156301      0.096868         0.059433 0.165134     0.100906        0.064228   163 MPNN_Structure2Vec
  0.042268       0.027634          0.014634  0.156975      0.097175         0.059799 0.165944     0.101193        0.064752   164 MPNN_Structure2Vec
  0.042176       0.027697          0.014479  0.156218      0.096610         0.059608 0.166015     0.101164        0.064851   165 MPNN_Structure2Vec
  0.042102       0.027585          0.014518  0.157791      0.097016         0.060774 0.167127     0.101493        0.065634   166 MPNN_Structure2Vec
  0.042259       0.027608          0.014651  0.157794      0.097259         0.060535 0.167119     0.101550        0.065569   167 MPNN_Structure2Vec
  0.042011       0.027457          0.014555  0.157034      0.096961         0.060073 0.166070     0.101064        0.065006   168 MPNN_Structure2Vec
  0.041991       0.027485          0.014506  0.157375      0.096878         0.060497 0.166654     0.101233        0.065421   169 MPNN_Structure2Vec
  0.041900       0.027420          0.014479  0.157588      0.097150         0.060438 0.166467     0.101310        0.065158   170 MPNN_Structure2Vec
  0.041766       0.027393          0.014373  0.157988      0.097135         0.060853 0.166045     0.100728        0.065317   171 MPNN_Structure2Vec
  0.042307       0.027639          0.014668  0.156535      0.096635         0.059900 0.165772     0.100930        0.064842   172 MPNN_Structure2Vec
  0.041955       0.027366          0.014590  0.157452      0.096994         0.060458 0.166794     0.101210        0.065584   173 MPNN_Structure2Vec
  0.042505       0.027623          0.014883  0.157959      0.097405         0.060554 0.166836     0.101514        0.065322   174 MPNN_Structure2Vec
  0.042372       0.027575          0.014797  0.156625      0.096715         0.059909 0.166057     0.101018        0.065039   175 MPNN_Structure2Vec
  0.041764       0.027364          0.014401  0.157888      0.097085         0.060803 0.166780     0.101291        0.065489   176 MPNN_Structure2Vec
  0.041627       0.027284          0.014343  0.157513      0.097037         0.060476 0.166528     0.101150        0.065378   177 MPNN_Structure2Vec
  0.041826       0.027370          0.014456  0.156898      0.096975         0.059923 0.166247     0.101174        0.065073   178 MPNN_Structure2Vec
  0.041608       0.027341          0.014267  0.157129      0.096994         0.060135 0.166148     0.101119        0.065029   179 MPNN_Structure2Vec
  0.041483       0.027257          0.014227  0.157915      0.097139         0.060776 0.166753     0.101277        0.065475   180 MPNN_Structure2Vec
  0.041490       0.027300          0.014191  0.157906      0.097182         0.060724 0.166959     0.101281        0.065677   181 MPNN_Structure2Vec
  0.041754       0.027331          0.014423  0.157637      0.097190         0.060448 0.166565     0.101193        0.065372   182 MPNN_Structure2Vec
  0.041805       0.027375          0.014430  0.156584      0.096761         0.059823 0.166316     0.101137        0.065179   183 MPNN_Structure2Vec
  0.041862       0.027418          0.014444  0.157455      0.096910         0.060544 0.166112     0.100819        0.065293   184 MPNN_Structure2Vec
  0.042248       0.027553          0.014695  0.157908      0.097129         0.060779 0.166614     0.101313        0.065301   185 MPNN_Structure2Vec
  0.041878       0.027457          0.014420  0.157477      0.097006         0.060471 0.166605     0.101135        0.065470   186 MPNN_Structure2Vec
  0.041484       0.027198          0.014286  0.157784      0.097088         0.060696 0.166643     0.101261        0.065381   187 MPNN_Structure2Vec
  0.041742       0.027283          0.014458  0.157893      0.096968         0.060925 0.166929     0.101126        0.065804   188 MPNN_Structure2Vec
  0.041584       0.027242          0.014341  0.157676      0.097006         0.060671 0.166472     0.101050        0.065422   189 MPNN_Structure2Vec
  0.041380       0.027163          0.014216  0.157660      0.097038         0.060622 0.166622     0.101208        0.065414   190 MPNN_Structure2Vec
  0.041243       0.027126          0.014118  0.157242      0.096915         0.060327 0.166207     0.101073        0.065134   191 MPNN_Structure2Vec
  0.041277       0.027150          0.014127  0.157406      0.096890         0.060516 0.165915     0.100890        0.065025   192 MPNN_Structure2Vec
  0.041415       0.027204          0.014211  0.156986      0.096764         0.060222 0.165764     0.100782        0.064982   193 MPNN_Structure2Vec
  0.041461       0.027217          0.014243  0.156928      0.096866         0.060062 0.166143     0.101095        0.065049   194 MPNN_Structure2Vec
  0.041302       0.027144          0.014158  0.157793      0.097066         0.060727 0.166554     0.101096        0.065458   195 MPNN_Structure2Vec
  0.041363       0.027134          0.014230  0.158102      0.097053         0.061049 0.166862     0.101188        0.065674   196 MPNN_Structure2Vec
  0.041282       0.027174          0.014107  0.157753      0.096893         0.060860 0.166277     0.100887        0.065390   197 MPNN_Structure2Vec
  0.041450       0.027222          0.014228  0.157652      0.096944         0.060708 0.166737     0.101063        0.065674   198 MPNN_Structure2Vec
  0.041312       0.027126          0.014185  0.158034      0.097194         0.060840 0.166797     0.101337        0.065459   199 MPNN_Structure2Vec
  0.041173       0.027091          0.014082  0.157857      0.097064         0.060793 0.166906     0.101233        0.065673   200 MPNN_Structure2Vec
  0.041135       0.027111          0.014024  0.157959      0.097067         0.060892 0.166605     0.101207        0.065398   201 MPNN_Structure2Vec
  0.041334       0.027123          0.014211  0.157250      0.096830         0.060420 0.166250     0.100977        0.065273   202 MPNN_Structure2Vec
  0.041290       0.027181          0.014109  0.156627      0.096671         0.059956 0.165743     0.100828        0.064914   203 MPNN_Structure2Vec
  0.041175       0.027090          0.014085  0.157952      0.097068         0.060884 0.166846     0.101256        0.065590   204 MPNN_Structure2Vec
  0.041377       0.027154          0.014223  0.158107      0.097001         0.061107 0.166762     0.101174        0.065588   205 MPNN_Structure2Vec
  0.041198       0.027061          0.014138  0.157276      0.097055         0.060221 0.166398     0.101076        0.065322   206 MPNN_Structure2Vec
  0.041231       0.027046          0.014185  0.157589      0.096927         0.060661 0.166710     0.101117        0.065593   207 MPNN_Structure2Vec
  0.041075       0.027014          0.014061  0.157474      0.096976         0.060498 0.166516     0.101106        0.065409   208 MPNN_Structure2Vec
  0.041281       0.027099          0.014182  0.157376      0.096798         0.060578 0.165745     0.100594        0.065151   209 MPNN_Structure2Vec
  0.041186       0.027030          0.014156  0.157491      0.096966         0.060525 0.166360     0.101117        0.065242   210 MPNN_Structure2Vec
  0.041138       0.027064          0.014075  0.157508      0.096912         0.060596 0.166223     0.100939        0.065283   211 MPNN_Structure2Vec
  0.041389       0.027131          0.014258  0.157780      0.097114         0.060666 0.166530     0.101141        0.065389   212 MPNN_Structure2Vec
  0.041309       0.027084          0.014225  0.157837      0.097051         0.060785 0.166539     0.101136        0.065403   213 MPNN_Structure2Vec
  0.040968       0.026973          0.013996  0.157631      0.096914         0.060717 0.166183     0.101006        0.065177   214 MPNN_Structure2Vec
  0.041055       0.027042          0.014013  0.158081      0.097193         0.060887 0.165493     0.100805        0.064687   215 MPNN_Structure2Vec
  0.041108       0.026963          0.014145  0.157610      0.097007         0.060603 0.166673     0.101171        0.065502   216 MPNN_Structure2Vec
  0.041017       0.026955          0.014061  0.157629      0.096920         0.060709 0.166721     0.101007        0.065715   217 MPNN_Structure2Vec
  0.041098       0.027020          0.014079  0.158116      0.097081         0.061035 0.166836     0.101242        0.065594   218 MPNN_Structure2Vec
  0.040932       0.026928          0.014004  0.158167      0.097086         0.061082 0.166870     0.101221        0.065648   219 MPNN_Structure2Vec
  0.040891       0.026921          0.013970  0.157663      0.096871         0.060792 0.166261     0.101022        0.065239   220 MPNN_Structure2Vec
  0.040965       0.026977          0.013988  0.157101      0.096783         0.060319 0.165827     0.100857        0.064971   221 MPNN_Structure2Vec
  0.040891       0.026929          0.013961  0.157589      0.096991         0.060598 0.166199     0.101062        0.065138   222 MPNN_Structure2Vec
  0.040882       0.026952          0.013931  0.157312      0.096792         0.060519 0.166209     0.100904        0.065304   223 MPNN_Structure2Vec
  0.040840       0.026898          0.013942  0.157582      0.096941         0.060641 0.166327     0.101091        0.065236   224 MPNN_Structure2Vec
  0.040777       0.026856          0.013922  0.157824      0.097018         0.060805 0.166606     0.101106        0.065499   225 MPNN_Structure2Vec
  0.040963       0.026943          0.014020  0.157409      0.096812         0.060597 0.166326     0.100974        0.065352   226 MPNN_Structure2Vec
  0.040865       0.026877          0.013988  0.157558      0.096872         0.060687 0.166271     0.101033        0.065238   227 MPNN_Structure2Vec
  0.040787       0.026847          0.013941  0.157396      0.096843         0.060553 0.166182     0.100985        0.065197   228 MPNN_Structure2Vec
  0.040849       0.026872          0.013977  0.157390      0.096821         0.060569 0.166266     0.100956        0.065310   229 MPNN_Structure2Vec
  0.040793       0.026877          0.013916  0.157395      0.096912         0.060483 0.166115     0.100968        0.065147   230 MPNN_Structure2Vec
  0.040793       0.026856          0.013937  0.157729      0.096974         0.060755 0.166242     0.101034        0.065208   231 MPNN_Structure2Vec
  0.040751       0.026821          0.013930  0.157420      0.096932         0.060488 0.165978     0.100986        0.064993   232 MPNN_Structure2Vec
  0.040699       0.026814          0.013885  0.157870      0.097042         0.060829 0.166616     0.101164        0.065451   233 MPNN_Structure2Vec
  0.040766       0.026840          0.013926  0.157907      0.097006         0.060901 0.166507     0.101073        0.065433   234 MPNN_Structure2Vec
{"MPNN_Structure2Vec": [0.16510485410690307, 0.15522500783205032, 0.09660938799381256, 0.05823359280824661, 15.261962982018789]}
------------------------------------

Without bliefs error
------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.237219       0.237219          0.292556  0.210156      0.210156         0.292591 0.218362     0.218362        0.298069     1 MPNN_Structure2Vec
  0.175384       0.175384          0.290599  0.154266      0.154266         0.294922 0.158797     0.158797        0.300291     2 MPNN_Structure2Vec
  0.127887       0.127887          0.296962  0.115385      0.115385         0.301179 0.119067     0.119067        0.306568     3 MPNN_Structure2Vec
  0.099944       0.099944          0.298715  0.099881      0.099881         0.300665 0.104046     0.104046        0.306080     4 MPNN_Structure2Vec
  0.087744       0.087744          0.301224  0.097680      0.097680         0.304437 0.101557     0.101557        0.310082     5 MPNN_Structure2Vec
  0.081478       0.081478          0.302833  0.102203      0.102203         0.304772 0.105987     0.105987        0.310245     6 MPNN_Structure2Vec
  0.070513       0.070513          0.303953  0.122780      0.122780         0.307491 0.129788     0.129788        0.312481     7 MPNN_Structure2Vec
  0.054545       0.054545          0.307035  0.110418      0.110418         0.310780 0.114207     0.114207        0.314138     8 MPNN_Structure2Vec
  0.047035       0.047035          0.309794  0.111956      0.111956         0.313887 0.115295     0.115295        0.316868     9 MPNN_Structure2Vec
  0.043929       0.043929          0.310903  0.105052      0.105052         0.312743 0.110440     0.110440        0.315823    10 MPNN_Structure2Vec
  0.043137       0.043137          0.311286  0.105979      0.105979         0.314386 0.111132     0.111132        0.316958    11 MPNN_Structure2Vec
  0.043858       0.043858          0.311440  0.101047      0.101047         0.312686 0.106089     0.106089        0.315709    12 MPNN_Structure2Vec
  0.040824       0.040824          0.311357  0.101081      0.101081         0.313869 0.105875     0.105875        0.316832    13 MPNN_Structure2Vec
  0.040870       0.040870          0.311870  0.100323      0.100323         0.313869 0.105063     0.105063        0.316693    14 MPNN_Structure2Vec
  0.039625       0.039625          0.311936  0.099916      0.099916         0.314241 0.104306     0.104306        0.317056    15 MPNN_Structure2Vec
  0.038537       0.038537          0.312682  0.100771      0.100771         0.314937 0.105149     0.105149        0.317523    16 MPNN_Structure2Vec
  0.038727       0.038727          0.312520  0.101554      0.101554         0.315924 0.105846     0.105846        0.318541    17 MPNN_Structure2Vec
  0.037769       0.037769          0.312779  0.100008      0.100008         0.315116 0.104453     0.104453        0.317833    18 MPNN_Structure2Vec
  0.037861       0.037861          0.313153  0.099533      0.099533         0.315463 0.103479     0.103479        0.318003    19 MPNN_Structure2Vec
  0.037627       0.037627          0.313161  0.099137      0.099137         0.314851 0.103484     0.103484        0.317307    20 MPNN_Structure2Vec
  0.036838       0.036838          0.312890  0.099270      0.099270         0.315541 0.103556     0.103556        0.318110    21 MPNN_Structure2Vec
  0.036103       0.036103          0.313425  0.099250      0.099250         0.316262 0.103091     0.103091        0.318722    22 MPNN_Structure2Vec
  0.036439       0.036439          0.313441  0.100906      0.100906         0.316735 0.105022     0.105022        0.319222    23 MPNN_Structure2Vec
  0.036173       0.036173          0.313240  0.099111      0.099111         0.316010 0.103132     0.103132        0.318416    24 MPNN_Structure2Vec
  0.035278       0.035278          0.313283  0.099286      0.099286         0.316216 0.103451     0.103451        0.318459    25 MPNN_Structure2Vec
  0.035079       0.035079          0.313141  0.098451      0.098451         0.315693 0.102150     0.102150        0.318035    26 MPNN_Structure2Vec
  0.035700       0.035700          0.313048  0.098813      0.098813         0.315882 0.102625     0.102625        0.318130    27 MPNN_Structure2Vec
  0.034793       0.034793          0.313016  0.098975      0.098975         0.315597 0.102795     0.102795        0.317899    28 MPNN_Structure2Vec
  0.035488       0.035488          0.312638  0.098102      0.098102         0.315932 0.101559     0.101559        0.318197    29 MPNN_Structure2Vec
  0.034902       0.034902          0.313055  0.100189      0.100189         0.316521 0.103850     0.103850        0.318768    30 MPNN_Structure2Vec
  0.033965       0.033965          0.313325  0.099062      0.099062         0.317056 0.102425     0.102425        0.319186    31 MPNN_Structure2Vec
  0.033914       0.033914          0.313365  0.100080      0.100080         0.317201 0.103460     0.103460        0.319364    32 MPNN_Structure2Vec
  0.033589       0.033589          0.313310  0.099418      0.099418         0.316963 0.102984     0.102984        0.319066    33 MPNN_Structure2Vec
  0.034049       0.034049          0.313136  0.099595      0.099595         0.316609 0.102564     0.102564        0.318838    34 MPNN_Structure2Vec
  0.033435       0.033435          0.313481  0.098843      0.098843         0.317025 0.101953     0.101953        0.319154    35 MPNN_Structure2Vec
  0.034126       0.034126          0.312922  0.099467      0.099467         0.315936 0.102627     0.102627        0.318053    36 MPNN_Structure2Vec
  0.033588       0.033588          0.312937  0.099219      0.099219         0.316664 0.102187     0.102187        0.318777    37 MPNN_Structure2Vec
  0.033577       0.033577          0.312859  0.099376      0.099376         0.316970 0.102872     0.102872        0.319032    38 MPNN_Structure2Vec
  0.034000       0.034000          0.312981  0.099355      0.099355         0.316423 0.102267     0.102267        0.318546    39 MPNN_Structure2Vec
  0.033535       0.033535          0.312936  0.098856      0.098856         0.316182 0.102423     0.102423        0.318350    40 MPNN_Structure2Vec
  0.032729       0.032729          0.312733  0.100289      0.100289         0.316319 0.103755     0.103755        0.318507    41 MPNN_Structure2Vec
  0.032762       0.032762          0.312896  0.099119      0.099119         0.316196 0.102048     0.102048        0.318185    42 MPNN_Structure2Vec
  0.033124       0.033124          0.312968  0.098613      0.098613         0.316317 0.101778     0.101778        0.318389    43 MPNN_Structure2Vec
  0.032993       0.032993          0.312828  0.100400      0.100400         0.316287 0.103717     0.103717        0.318414    44 MPNN_Structure2Vec
  0.033783       0.033783          0.312649  0.099762      0.099762         0.316114 0.102967     0.102967        0.318063    45 MPNN_Structure2Vec
  0.032878       0.032878          0.312666  0.099110      0.099110         0.315683 0.102413     0.102413        0.317719    46 MPNN_Structure2Vec
  0.032849       0.032849          0.312661  0.099685      0.099685         0.316203 0.102728     0.102728        0.318249    47 MPNN_Structure2Vec
  0.032129       0.032129          0.312596  0.098683      0.098683         0.316502 0.101527     0.101527        0.318549    48 MPNN_Structure2Vec
  0.031831       0.031831          0.312924  0.099585      0.099585         0.316593 0.102431     0.102431        0.318603    49 MPNN_Structure2Vec
  0.031988       0.031988          0.312831  0.099003      0.099003         0.316591 0.102441     0.102441        0.318603    50 MPNN_Structure2Vec
  0.032561       0.032561          0.312843  0.099037      0.099037         0.316336 0.102024     0.102024        0.318449    51 MPNN_Structure2Vec
  0.032246       0.032246          0.312630  0.098504      0.098504         0.316282 0.102097     0.102097        0.318473    52 MPNN_Structure2Vec
  0.032508       0.032508          0.312535  0.098764      0.098764         0.316505 0.102058     0.102058        0.318578    53 MPNN_Structure2Vec
  0.032052       0.032052          0.312630  0.098350      0.098350         0.316177 0.101365     0.101365        0.318184    54 MPNN_Structure2Vec
  0.031442       0.031442          0.312671  0.099163      0.099163         0.316533 0.102246     0.102246        0.318556    55 MPNN_Structure2Vec
  0.031499       0.031499          0.312901  0.098362      0.098362         0.316296 0.101541     0.101541        0.318379    56 MPNN_Structure2Vec
  0.031869       0.031869          0.312904  0.099992      0.099992         0.316989 0.102811     0.102811        0.319049    57 MPNN_Structure2Vec
  0.031514       0.031514          0.312787  0.098825      0.098825         0.316501 0.102626     0.102626        0.318593    58 MPNN_Structure2Vec
  0.031369       0.031369          0.313022  0.098484      0.098484         0.316606 0.101603     0.101603        0.318671    59 MPNN_Structure2Vec
  0.031313       0.031313          0.313273  0.098814      0.098814         0.316319 0.102102     0.102102        0.318476    60 MPNN_Structure2Vec
  0.031560       0.031560          0.313031  0.099055      0.099055         0.316737 0.102035     0.102035        0.318785    61 MPNN_Structure2Vec
  0.031951       0.031951          0.313077  0.098350      0.098350         0.316246 0.101546     0.101546        0.318341    62 MPNN_Structure2Vec
  0.031148       0.031148          0.312812  0.098762      0.098762         0.316327 0.101766     0.101766        0.318323    63 MPNN_Structure2Vec
  0.030991       0.030991          0.312791  0.098544      0.098544         0.316564 0.101371     0.101371        0.318534    64 MPNN_Structure2Vec
  0.031118       0.031118          0.313125  0.098702      0.098702         0.316200 0.101689     0.101689        0.318357    65 MPNN_Structure2Vec
  0.031306       0.031306          0.312959  0.098259      0.098259         0.316296 0.101621     0.101621        0.318419    66 MPNN_Structure2Vec
  0.030805       0.030805          0.312978  0.098769      0.098769         0.316524 0.102275     0.102275        0.318652    67 MPNN_Structure2Vec
  0.030731       0.030731          0.313091  0.099686      0.099686         0.316852 0.102778     0.102778        0.318917    68 MPNN_Structure2Vec
  0.031025       0.031025          0.312743  0.098181      0.098181         0.316238 0.101618     0.101618        0.318363    69 MPNN_Structure2Vec
  0.031636       0.031636          0.313029  0.098930      0.098930         0.316048 0.102013     0.102013        0.318136    70 MPNN_Structure2Vec
  0.031780       0.031780          0.312975  0.098327      0.098327         0.316136 0.101196     0.101196        0.318113    71 MPNN_Structure2Vec
  0.031131       0.031131          0.312849  0.099198      0.099198         0.316377 0.102632     0.102632        0.318606    72 MPNN_Structure2Vec
  0.031760       0.031760          0.312648  0.098805      0.098805         0.316094 0.101757     0.101757        0.318199    73 MPNN_Structure2Vec
  0.030821       0.030821          0.312938  0.098581      0.098581         0.315995 0.101624     0.101624        0.318124    74 MPNN_Structure2Vec
  0.030798       0.030798          0.312923  0.098443      0.098443         0.316196 0.102153     0.102153        0.318375    75 MPNN_Structure2Vec
  0.030588       0.030588          0.312910  0.098767      0.098767         0.316006 0.102219     0.102219        0.318211    76 MPNN_Structure2Vec
  0.030241       0.030241          0.312738  0.098995      0.098995         0.316245 0.102932     0.102932        0.318497    77 MPNN_Structure2Vec
  0.031031       0.031031          0.312701  0.098992      0.098992         0.315888 0.102729     0.102729        0.318133    78 MPNN_Structure2Vec
  0.030203       0.030203          0.312581  0.098467      0.098467         0.315969 0.102028     0.102028        0.318204    79 MPNN_Structure2Vec
  0.030122       0.030122          0.313077  0.098557      0.098557         0.316038 0.101841     0.101841        0.318194    80 MPNN_Structure2Vec
  0.030219       0.030219          0.312855  0.098001      0.098001         0.316013 0.101538     0.101538        0.318164    81 MPNN_Structure2Vec
  0.029893       0.029893          0.312979  0.098326      0.098326         0.316132 0.102359     0.102359        0.318401    82 MPNN_Structure2Vec
  0.030239       0.030239          0.312887  0.098576      0.098576         0.316166 0.102052     0.102052        0.318311    83 MPNN_Structure2Vec
  0.029834       0.029834          0.312912  0.098784      0.098784         0.316306 0.102918     0.102918        0.318516    84 MPNN_Structure2Vec
  0.030174       0.030174          0.313215  0.098926      0.098926         0.315948 0.102541     0.102541        0.318182    85 MPNN_Structure2Vec
  0.030925       0.030925          0.312962  0.098085      0.098085         0.316032 0.102248     0.102248        0.318220    86 MPNN_Structure2Vec
  0.030063       0.030063          0.312852  0.098224      0.098224         0.316008 0.101882     0.101882        0.318193    87 MPNN_Structure2Vec
  0.030092       0.030092          0.312836  0.098550      0.098550         0.315766 0.102666     0.102666        0.318055    88 MPNN_Structure2Vec
  0.029923       0.029923          0.313035  0.097959      0.097959         0.315814 0.101823     0.101823        0.318034    89 MPNN_Structure2Vec
  0.029931       0.029931          0.312909  0.098473      0.098473         0.316329 0.101506     0.101506        0.318424    90 MPNN_Structure2Vec
  0.029848       0.029848          0.313120  0.098959      0.098959         0.316491 0.102645     0.102645        0.318663    91 MPNN_Structure2Vec
  0.029611       0.029611          0.312869  0.098940      0.098940         0.316387 0.102823     0.102823        0.318552    92 MPNN_Structure2Vec
  0.029508       0.029508          0.313027  0.098213      0.098213         0.316186 0.101875     0.101875        0.318377    93 MPNN_Structure2Vec
